Nom de la Recette,Ingredients,Puree Preparation,Duree Cuisson,Duree Repos,Etapes de Preparation,URL Recette,URL_Image,Ingredient_lem_token,Ingredient_stem_token
Pavlova à l’ananas,4 blancs d’œufs//250 g de sucre glace//125 g de poudre de noisettes//1 c à café de fécule de maïs//2 c à café de vinaigre blanc//30 cl de crème Chantilly//1 boite d’ananas en tranches,30 min,1 h 30,2 h,"Battre les blancs en neige très ferme. Tout en battant incorporer petit à petit le sucre en poudre pour obtenir une meringue (les blancs deviennent lisses et brillants). Continuez de battre et incorporez la poudre de noisettes, puis la fécule et enfin le vinaigre.//Étalez l’appareil sur une feuille de papier sulfurisée en lui donnant la forme d’un disque.//Faites cuire au four à 160°C pendant 1h30. Laissez dans le four éteint jusqu’au lendemain. Une fois froide, retirez la meringue de la feuille de papier.//Déposez les rondelles d’ananas sur la meringue et faites des petits zigouigouis avec la chantilly entre les rondelles.//Le gâteau est prêt !",https://www.cuisine-libre.org/gateau-pavlova,https://www.cuisine-libre.org/local/cache-gd2/19/0a2e31c1a20525b48a186a062573be.jpg?1644795461,crème glace œuf fécule blanc sucre boite anana maï tranche chantilly vinaigre poudre café noisette,poudr creme glace blanc oeuf mai cafe noisett boit anana tranch chantilli vinaigr fecul sucr
Biscuits de la joie,90 g de beurre//70 g de sucre roux//35 g de miel//2 jaunes d’œufs//250 g de farine de grand épeautre non hybridé (sinon petit épeautre) bio//6 g de noix de muscade//6 g de cannelle//24 clous de girofle,25 min,13 min,,"Préparer les épices : râper la muscade, moudre la cannelle et concasser les clous de girofle au mortier en faisant attention à ne plus avoir de morceaux.Dans un saladier, mélanger épices et farine.//Faire fondre le beurre à feu doux dans une casserole, puis y ajouter le sucre et le miel. Retirer la casserole du feu et ajouter les jaunes d’œuf en fouettant. Mélanger jusqu’à l’obtention d’une pâte de couleur unie.//Verser le contenu de la casserole dans le saladier avec la farine épicée, puis mélanger le tout jusqu’à l’obtention d’une pâte qui se détache du bord du saladier. Si la pâte colle encore, ajouter un peu de farine.//Préchauffer le four à 180°C.//Sur un plan de travail fariné, étaler la pâte en une galette de 3 à 4 mm d’épaisseur à l’aide d’un rouleau à pâtisserie.//Découper des morceaux dans la pâte à l’aide d’un emporte-pièces en forme de bonhomme heureux et les déposer sur une plaque recouverte de papier sulfurisé. Récupérer les chutes pour former une nouvelle boule, et recommencer de même, étalage et découpe, jusqu’à utilisation de toute la pâte.//Enfourner pendant exactement 13 min et sortir les biscuits du four à la fin du temps de cuisson. Ils sont encore un peu tendres et vont durcir en refroidissant.",https://www.cuisine-libre.org/biscuits-de-la-joie,https://www.cuisine-libre.org/local/cache-gd2/a4/6d854cc71cc910c610749e14fb5e93.jpg?1644794481,noix épeautre clou petit girofle œuf jaune roux sinon beurre sucre cannelle hybridé non muscade farine bio miel grand,epeautr noix hybrid jaun petit muscad girofl oeuf roux sinon cannel farin non clou bio beurr miel grand sucr
Kulkuls,1 c. à soupe de ghee (beurre clarifié) fondu//200 g de semoule rava [*]//300 g de farine maïda [*]//4 c. soupe de sucre glace//1 pincée de sel//1 tasse de crème de coco [**]//1 œuf battu//1 tasse de lait//huile de friture//1 tasse de sucre granulé//3 ou 4 c. à soupe d’eau,45 min,5 min,10 min,"Une fois refroidis, ces biscuits peuvent se conserver plusieurs semaines dans une boîte hermétique.",https://www.cuisine-libre.org/kulkuls,https://www.cuisine-libre.org/local/cache-gd2/23/c1245ea27ec96dbc0d165a0016ca5d.jpg?1644794452,crème battu huile eau semoule œuf rava glace beurre friture sucre maïda lait granulé sel farine coco clarifié tasse ghe,fritur battu eau maida creme rava glace oeuf semoul tas farin clarifi lait sel granul coco huil beurr ghe sucr
Dattes fourrées à la pâte d’amande,500 g de dattes//500 g de pâte d’amandes//250 g de sucre//½ verre d’eau de fleurs d’oranger//½ verre d’eau,30 min,,,"Essuyer les dattes avec un torchon. Les inciser d’un seul côté, dans la longueur, pour en retirer les noyaux.//Former des boulettes de pâte d’amandes, de la taille d’une olive, pour fourrer les dattes. Décorer d’un croisillon.//Dans une casserole, chauffer à feu doux, le sucre dans l’eau parfumée à la fleur d’oranger. Y tremper brièvement les dattes fourrées de manière à les glacer.//Laisser refroidir. Laisser sécher.",https://www.cuisine-libre.org/dattes-fourrees-a-la-pate-d-amande,https://www.cuisine-libre.org/local/cache-gd2/e0/1e0faab9ccfbf25956487e50f0634e.jpg?1644796901,½ oranger sucre amande fleur pâte eau verre datte,fleur verr eau datt pate orang amand sucr
Gâteau au chocolat granuleux,125 g de chocolat à pâtisserie noir//120 g de farine blanche//70 g de sucre (pas trop fin)//100 g de beurre//1 demi sachet de levure chimique//1 œuf//1 bonne pincée de sel (si le beurre est doux),1 h,15 min,2 h,"Faites fondre le chocolat et le beurre ensemble, lentement, tout doucement… mais ne vous endormez pas quand même, autrement il cuirait et il faudrait tout recommencer.//Pour vous maintenir éveillé, préparez un récipient avec la farine, le sucre et la poudre de perlimpinpin. Bien mélangés, sans grumeaux. Les grumeaux, c’est pas beau, c’est pas bon.Non, il ne faut pas mettre l’œuf maintenant : il faudrait tout recommencer autrement. Soyez bien attentifs.Pour vous donner un coup de fouet, vous pouvez séparer le blanc du jaune et faire monter le blanc en neige.//Mais n’oubliez pas le chocolat, surtout. Autrement, il faudrait tout recommencer. D’ailleurs, il doit être parfaitement onctueux, maintenant. Ne vous enflammez pas, vous vous bruleriez, laissez-le tiédir un peu. Ajoutez-le à votre préparation et mélangez-le délicatement, patiemment… Mais pas trop, ça ne servirait à rien.//Qu’avez-vous fait du jaune de l’œuf ? Malheureux, il faut le garder précieusement. Autrement, il faudrait tout recommencer. Incorporez-le au mélange.//Et puis le blanc neigeux, bien sûr. Vous ne l’avez pas oublié, celui-là : vos bras sont encore tout échauffés.//Et le four ? Est-il bien chaud, lui ? Vous l’aviez oublié ! Ce n’est pas grave, ne recommencez pas tout. 200 ou 210°C. Voilà, c’est très très bien.//Avant de piquer un petit roupillon, vous placez la préparation dans un moule et vous enfournez. Mais, ne dormez pas trop longtemps, autrement le gâteau serait trop cuit et… enfin, vous savez quoi. 10 à 20 minutes, selon le four et la quantité.//Ne soyez pas trop goulus, maintenant qu’il est cuit, il doit refroidir. Et il sera meilleur encore le lendemain. Oui, vous feriez mieux d’aller vous recoucher. Mais faites bien attention, des brigands pourraient bien venir vous le dérober. Alors, il faudrait tout recommencer.",https://www.cuisine-libre.org/gateau-au-chocolat-granuleux,https://www.cuisine-libre.org/local/cache-gd2/87/521f98205868060869cc6a3c16b9ad.jpg?1644795452,chocolat œuf blanche trop farine levure noir demi sucre sachet chimique doux pâtisserie bonne beurre sel,bonn chocolat trop levur noir demi sachet blanch chimiqu oeuf patisseri doux beurr sel farin sucr
Crumble pomme poire caramel,30 cl de lait//300 g de sucre//30 cl de lait//2 cuillères à soupe d’eau//2 pommes//2 poires//100 g de sucre//150 g de farine//75 g de beurre mou,20 min,25 min,,"Couper les pommes et les poires en morceaux.//Dans un récipient, mélanger la farine, le sucre et le beurre. Malaxer le tout avec les doigts pour obtenir une pâte sableuse. Laisser reposer.//Préparer le caramel : faire fondre à feux doux le sucre et l’eau. remuer doucement jusqu’à ce que le caramel prenne une couleur blonde. Ajouter doucement le lait en remuant. Porter a ébullition quelques minutes en remuant.//Beurrer le moule, y disposer les fruits. Napper de caramel. Puis recouvrir le tout avec la pâte sableuse.//Laisser cuire 25 min à thermostat 6 (180°C).//Servir tiède avec de la crème et une boule de glace ou de sorbet.",https://www.cuisine-libre.org/crumble-pomme-poire-caramel,https://www.cuisine-libre.org/local/cache-gd2/69/ac2bd041435fec4010e5248ac2d6f2.jpg?1644795430,farine pomme sucre cuillère lait poire eau beurre,pomm cuiller beurr lait eau poir farin sucr
Cake poire noisette chocolat,"135 g de farine//125 g de beurre fondu//4 œufs//levure (chimique ou, si vous avez le temps de laisser reposer, de boulanger)//65 g de noisettes en poudre//15 noisettes en éclats//100 g de sucre (éventuellement sucre de canne)//3 poires conférence//½ plaque (100 g) de chocolat",20 min,40 min,1 h,"Dans un saladier, versez la farine, les noisettes en poudre, le sucre. Ajoutez le beurre fondu, ajoutez les œufs, ajoutez la levure. Mélangez le tout avec un fouet et de l’huile de coude (attention à ne pas verser l’huile de coude dans le plat, c’est déjà bien assez gras).//Ajoutez ensuite à l’appareil ainsi créé les poires coupées en dés et le chocolat cassé en petits morceaux. Mélangez à nouveau.//Préchauffez le four à 180°C, et enfournez pour 40 minutes à cette température.//Attendez un peu avant de dévorer.",https://www.cuisine-libre.org/cake-poire-noisettes-chocolat,https://www.cuisine-libre.org/local/cache-gd2/40/867c667ee5a3882bf85830a7b24d90.jpg?1664651222,laisser poire œuf éclat beurre noisette chocolat boulanger sucre temp conférence éventuellement plaque reposer ½ canne farine levure chimique poudre,chimiqu laisser boulang levur oeuf noisett cann farin repo chocolat eclat temp plaqu poir poudr eventuel beurr confer sucr
Cookies aux deux noix,200 g de farine//50 g de fécule de maïs//125 g de sucre roux//1 sachet de sucre vanillé//½ sachet de levure//½ c. à café de bicarbonate de soude (facultatif)//2 c. à soupe de miel//1 œuf//125 g de beurre//2 c. à café de miel//noix de Grenoble et de pécan à volonté,10 min,10 min,,"Dans un grand récipient mélanger les farines, les sucres et la levure. Ajoutez-y également une demie cuillère de bicarbonate de soude qui tiendra un rôle de « booster » de la levure pour rendre les cookies plus moelleux.//Dans un autre récipient, plus petit, verser et mélanger le beurre liquide, l’œuf et les 2 cuillères à soupe de miel.//Verser le récipient liquide dans le récipient contenant la farine et bien mélanger. Ajouter ensuite les noix, mais à ce niveau là, toute garniture est possible : éclats de chocolats, raisins secs, noisettes...//Préchauffez votre four à 220°C.//Façonner vos cookies sur du papier sulfurisé étalé sur une plaque à cuisson. Espacez les assez car ils vont grossir lors de la cuisson.//Enfournez pour environ 10 min, suivant si vous les voulez moelleux ou plus croustillants.",https://www.cuisine-libre.org/cookies-aux-deux-noix,https://www.cuisine-libre.org/local/cache-gd2/0f/7e5b15bd7d31e1ce1157795e30372c.jpg?1644800760,pécan fécule noix sachet œuf roux volonté beurre café sucre vanillé ½ bicarbonate farine facultatif levure maï grenoble miel,facultatif levur noix sachet oeuf mai grenobl cafe volont beurr bicarbon roux miel vanil pecan fecul farin sucr
Tarte au chocolat à la menthe,250 g de farine//125 g de beurre//1 pincée de sel//eau//200 g de chocolat noir à pâtisser//20 cl de crème fraîche liquide//40 g de beurre//4 feuilles de menthe fraîche,15 min,35 min,2 h,"Incorporer le beurre en petits morceaux avec la farine où on a mis la pincée de sel. Ajouter petit à petit l’eau pour obtenir une pâte lisse.//Laisser reposer au moins 2 h au réfrigérateur//Abaisser la pâte. Faire cuire à blanc, avec des noyaux d’abricots (ou des haricots secs) sur la pâte pour l’empêcher de gonfler, au four 35 min à 180°C. À la fin de la cuisson laisser refroidir avant de retirer la noyaux.//Faire fondre le chocolat au bain marie.//Dans une autre casserole, verser la crème fraîche, porter à ébullition. Ajouter les feuilles de menthe, laisser infuser environ 1 à 2 minutes : cela dépend de la force que vous voulez donner au parfum de menthe.//Retirer la menthe.//Verser la crème, petit à petit, en 3 étapes sur le chocolat fondu. Laisser refroidir 5 min. Incorporer le beurre en petits morceaux sans cesser de remuer.//Verser sur la pâte, laisser reposer au frais.",https://www.cuisine-libre.org/tarte-au-chocolat-a-la-menthe,https://www.cuisine-libre.org/local/cache-gd2/37/7896eea270f5d06cdfa49ab27f0413.jpg?1644800123,chocolat farine crème feuille noir menthe fraîche liquide pâtisser eau beurre sel,chocolat feuill creme patis menth liquid noir beurr eau fraich farin sel
Lemon cakes,150 g de farine//225 g+125 g de sucre//225 ml d’eau//2 œufs et 1 jaune//120 g de beurre//1 pincée de sel//60 ml de crème fraîche//1 sachet (11 g) de levure chimique//1 cuillère à café d’extrait de vanille//3 citrons bio,30 min,20 min,,"Couper deux des citrons en 12 tranches d’environ 5 mm d’épaisseur.Dans une casserole, faire bouillir les 225 g de sucre dissous dans l’eau et faire cuire les tranches de citron dedans pendant 10 minutes.Disposer les tranches sur un papier cuisson et les laisser sécher jusqu’au lendemain à température ambiante.//Faire fondre le beurre et le mettre au réfrigérateur.Râper le troisième citron pour en faire du zeste et le presser pour récupérer le jus.Préchauffer le four à 165°C.Dans un saladier, mélanger les œufs et le jaune avec le sucre.Ajouter le zeste, l’extrait de vanille, le jus et la crème fraîche. Mélanger jusqu’à obtenir une pâte homogène.Ajouter la farine et la levure, mélanger.Verser le beurre fondu refroidi ainsi qu’une pincée de sel si du beurre doux a été utilisé.Déposer les tranches de citron au fond de moules à cupcakes ou à tartelettes beurrés.Verser la pâte par dessus et enfourner pendant 20 minutes.Une fois sortis du four, démouler les gâteaux pendant qu’ils sont encore chauds.",https://www.cuisine-libre.org/lemon-cakes,https://www.cuisine-libre.org/local/cache-gd2/ce/33b0564366b6fb4e383664638d02eb.jpg?1644800515,citron café farine œuf crème sachet levure sucre fraîche chimique cuillère vanille bio eau beurre jaune sel,citron creme cuiller levur sachet oeuf chimiqu bio cafe jaun beurr sel eau vanil fraich farin sucr
Biscuits fermiers à l’avoine,500 ml de cassonade//250 ml de beurre ramolli//125 ml de babeurre (ou lait fermenté)//1 c. café (5 ml) d’extrait de vanille//875 ml d’avoine à l’ancienne (flocons) ou à cuisson rapide [*]//425 ml de farine tout usage//1 c. café (5 ml) de bicarbonate de soude//¾ c. café (3 ml) de sel,20 min,10 min,,"Préchauffer le four à 180°C/350°F.//Dans un grand bol, bien mélanger ensemble cassonade, beurre, babeurre et vanille. Incorporer ensuite les autres ingrédients en mélangeant avec une cuillère en bois.//Sur une plaque à biscuits non graissée, déposer la pâte par cuillère à soupe et aplatir légèrement avec le fond d’un verre trempé dans l’eau. Espacer chacun d’env. 7 cm.//Cuire de 8 à 10 minutes ou jusqu’à coloration dorée. Retirer immédiatement de la plaque et déposer sur une grille. Laisser refroidir.",https://www.cuisine-libre.org/biscuits-fermiers-a-l-avoine,https://www.cuisine-libre.org/local/cache-gd2/dd/0369ba84f896fcddaf98cc4cbf672f.jpg?1644794441,cassonade fermenté café farine babeurre avoine bicarbonate vanille ¾ ancienne cuisson flocon lait beurre sel,babeurr cassonad ferment cuisson beurr ancienn lait farin bicarbon sel avoin vanil flocon cafe
